text,news_link,label,gpt_4_label,Christoph
"Kansas is poised to finally accept Medicaid expansion under the Affordable Care Act, through an agreement achieved by Democratic Gov. Laura Kelly and Sen. Jim Denning, the Republican leader of the state Senate.",https://www.alternet.org/2020/02/kansas-republican-holds-health-care-for-150000-people-hostage-for-her-senate-campaign/,1,0,1
"The president, a onetime reality TV star, added some new surprises to the mix on Tuesday.",https://www.reuters.com/article/us-usa-election-convention-takeaways/four-takeaways-from-day-two-of-the-republican-national-convention-idUSKBN25M027?utm_medium=Social&utm_source=twitter,1,0,0
"In the spring, the Trump administration’s Department of Health and Human Services unveiled a new policy designed to silence taxpayer-funded family planning clinics, preventing them from letting patients know about their abortion rights.",,0,1,1
"Trump and his attorneys have been aggressively fighting the office of Manhattan DA Cyrus Vance, claiming that because the president enjoys “absolute immunity,” he is under no obligation to share his financial records with Vance and other prosecutors.",https://www.alternet.org/2020/07/supreme-court-says-manhattan-prosecutors-can-obtain-trumps-financial-records/,1,0,1
"It's not just governments and international organizations that have lined up to express dismay at Trump's move. Experts, entrepreneurs and others have also been quick to condemn the announcement.",https://www.nbcnews.com/news/world/global-criticism-grows-trump-move-end-who-funding-amid-pandemic-n1184146,1,0,1
"During that address, Lindell, a former drug addict turned born-again Christian who has donated more than $200,000 to Trump’s election efforts, went off-script, proclaiming to the nation that Trump had been “chosen by God.”",https://www.alternet.org/2020/05/mypillow-ceo-mike-lindell-expands-from-manufacturing-masks-to-sourcing-them-after-call-with-trump/,1,0,1
The doctors note that continuing abortions – some of which are likely to develop complications – place greater stress on a healthcare system that is under tremendous pressure at the current time.,https://www.breitbart.com/politics/2020/03/26/planned-parenthood-sues-texas-governor-over-abortion-ban-during-coronavirus-outbreak/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,1
"First Joe Biden said he still supported the Hyde Amendment, which prohibits taxpayer funding of most abortions, , then changed his position one day later, after tremendous political pressure from farther-left Democrats.",https://thefederalist.com/2019/06/13/will-democrats-shut-government-force-taxpayer-funding-abortions/#.XQIyT3A1q5E.twitter,0,1,1
Primate research in the country was already pricey and controversial — but the coronavirus pandemic has been particularly bad for the monkey business.,https://www.foxnews.com/health/america-monkey-shortage-covid-19-vaccine-search,0,1,1
Health insurance is an especially complicated issue that will take considerable time and energy to be fixed or even comprehensively assessed.,https://ucsdguardian.org/2018/02/12/costs-coverage-breaking-student-health-insurance-program/,1,0,1
"The documents also include allegations about the NRA's search for a personal mansion for LaPierre, whose alleged obsession with ""purchasing a lavish home for himself"" led Ackerman to pull out of the deal. ",https://feeds.feedblitz.com/~/622895330/0/alternet_all~Court-filings-show-the-NRA-is-in-shambles-%e2%80%94-and-Wayne-LaPierre-hopes-his-lawyer-can-%e2%80%98keep-him-out-of-jail%e2%80%99/,1,0,1
"As an appellate judge, Barrett has staked out conservative legal positions on key hot-button issues in three years on the bench, voting in favor of one of Trump’s hardline immigration policies and showing support for expansive gun rights.",https://www.reuters.com/article/idUSKCN26G31M,0,1,1
The Senate passed a resolution late Thursday making sexual harassment training mandatory for everyone working in Congress' upper chamber.,http://rssfeeds.usatoday.com/~/490056666/0/usatodaycomnation-topstories~What-the-Senate-is-doing-to-combat-sexual-harassment-on-Capitol-Hill/,1,0,0
We won’t have a truly global economy until we start taxing it that way,https://feeds.feedblitz.com/~/629157398/0/alternet_all~We-won%e2%80%99t-have-a-truly-global-economy-until-we-start-taxing-it-that-way/,0,1,1
To treat human beings as props when there’s a real danger of exposure increases the cruelty quotient.,https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,1,0,1
"As the senators’ letter pointed out this week, government watchdogs have repeatedly called out the PHEAA’s mismanagement of the program over the years.",https://www.huffpost.com/entry/public-service-loan-forgiveness-program-senators-cfpb-investigation_n_5db945d6e4b066da55291b4b,1,0,1
"Pro-Life Advocates Lay 3,000 Flowers Outside SCOTUS to Remember Preborn.",,0,1,0
"Feminists know that all of the protections enacted for “women” in the law depend on the confidence that we can identify, as a genuine, ontological fact, those creatures marked off in nature as “females.”",https://thefederalist.com/2020/06/25/heres-the-only-path-open-to-republicans-after-neil-gorsuchs-betrayal/,1,0,1
Many critics point to the most obvious flaw in MMT: that it would simply push the federal deficit and the national debt — already skyrocketing — to further and further extremes.,http://feedproxy.google.com/~r/breitbart/~3/RBColM9cfgo/,0,1,1
"The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November.",https://www.breitbart.com/politics/2017/07/25/plan-emerges-nevertrump-primary-trump-2020/,1,0,1
"In the runup to the 2018 midterm elections, President Donald Trump often railed against the caravans of migrants from Central America making their way to the U.S. to request asylum.",https://eu.usatoday.com/story/news/nation/2020/02/14/white-supremacy-propaganda-increasing-mainstream-violence/4755150002/,1,0,1
"This includes children that officials have stolen from their families, done so with full knowledge that family separation and detention cause long-term harm to children, and done so with the fact that for the first time in years, migrant kids have died under U.S. watch.",https://www.alternet.org/2019/11/trump-administration-jailed-unprecedented-69550-migrant-kids-in-past-year-report/,0,1,1
Factual analyses have dismantled this false narrative put forth by some in the mainstream media.,https://www.breitbart.com/national-security/2017/03/16/niac-pushes-fake-news-trumps-ban-a-white-nationalist-effort-to-change-the-trajectory-of-immigration/,0,1,1
The protestors reportedly are demanding that  Gov. Andrew Cuomo hike taxes on the state’s billionaires to make up for the revenue shortfall created by the Chinese coronavirus pandemic. ,http://feedproxy.google.com/~r/breitbart/~3/e-ol3S4GaCw/,0,1,0
"This is extraordinary.""",https://www.foxnews.com/politics/hawley-slams-biden-nominee-stonewalling-past-tweets-unbelievable,1,0,0
"Rep. Liz Cheney (R-WY), the chairwoman of the House Republican Conference, added that Republicans are fighting “pure evil” on the part of those who would kill babies after being born.",https://www.breitbart.com/politics/2019/02/08/exclusive-house-gop-plans-sustained-effort-to-expose-leftist-democrats-on-abortion/amp/?__twitter_impression=true,1,0,1
"The UK-based journal — which now self-identifies as “progressive” and openly agitates for abortion rights, gender theory, the LGBT agenda, the elimination of “whiteness,” and streamlined international migration — claimed in its July 9 editorial that the “current US administration’s unilateral action notifying the UN that the USA is withdrawing violates US law because it does not have express approval of Congress to leave WHO.”",http://feedproxy.google.com/~r/breitbart/~3/0Af4n5eJaj4/,0,1,1
On Sunday nights and early Monday mornings the online LGBTQ chatter is focused on whether the Supreme Court will issue—at 10 a.m. on that Monday morning—its long-awaited decision about whether it is OK to fire someone because they are LGBTQ.,https://www.thedailybeast.com/waiting-for-the-supreme-courts-major-lgbtq-decision-has-become-a-nerve-wracking-monday-lgbtq-ritual?source=articles&via=rss,0,1,1
"It's not clear at how or why Mary Trump could have broken the law, as the president claimed, when she turned over records of her family's taxes in her possession to the New York Times.",https://feeds.feedblitz.com/~/630695692/0/alternet_all~Trump-lets-loose-a-fiery-outburst-at-his-niece-Mary-Trump-in-a-Twitter-tirade/,1,0,1
"So the question is, how can folks manage overwhelming grief and anxiety of just existing in an ever-warming world?",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,1,0,1
Trump claims the WHO is in need of reform and is heavily influenced by China.,https://www.huffpost.com/entry/trump-no-global-effort-covid-19_n_5f4ed2c4c5b6fea87461c884,1,0,1
"The campaign believes the push can help Trump by drumming up support from suburban and older voters who may be rattled by violent images, which have been broadcast often by conservative media outlets.",https://www.breitbart.com/news/trump-deploys-more-federal-agents-under-law-and-order-push/,1,0,1
"Riot police appeared to make some progress in driving back activists after this, but the situation remains tense, with the police horses unnerved by individuals who hurled flares towards them.",http://feedproxy.google.com/~r/breitbart/~3/oTeZWvTYaGc/,1,0,1
"Virginia’s House Republican leader said on Saturday that white supremacists and any other groups trying to spread “hate, violence, or civil unrest” were not welcome at a pro-gun rally in the state’s capital on Monday, which is expected to draw thousands.",https://www.reuters.com/article/us-usa-guns-rally/ahead-of-tinder-box-virginia-gun-rally-trump-says-constitution-under-attack-idUSKBN1ZH09W?feedType=RSS&feedName=topNews,1,0,1
"The Tab points out that Prince William is ineligible for a student loan, as he has already completed a degree at St Andrews.",https://www.thedailybeast.com/is-prince-william-too-thick-for-cambridge-university,1,0,0
"Portland Mob Beats, Kicks Unconscious Man: ‘Black Lives Matter, F*ggot!’",http://feedproxy.google.com/~r/breitbart/~3/SnmZ8nrUi1c/,0,1,0
"The American Petroleum Institute's (API's) estimates were released two days before South Carolina's Democratic primary, where the candidates will compete with platforms that push aggressive agendas on energy and the environment.",https://www.foxnews.com/politics/fracking-ban-oil-gas-industry-bernie-sanders,1,0,1
"While Brazil has taken the lead in a direct attack on the Amazon, with Bolsonaro adding a racial element to his attack on indigenous people, the pressure to open the Amazonian forests to agriculture, logging and mining is not just limited to Brazil. ",https://www.alternet.org/2019/09/white-nationalism-and-crony-capitalism-are-the-sparks-that-started-fires-in-the-amazon/,0,1,1
Trump's latest conspiracy theory seems to echo Facebook 'antifa panic' — and Rudy Giuliani's BLM paranoia,https://www.alternet.org/2020/09/trumps-latest-conspiracy-theory-seems-to-echo-facebook-antifa-panic-and-rudy-giulianis-blm-paranoia/,0,1,1
"As Trump was speaking, black-clad leftists gathered outside with bullhorns, flashing lights, vuvuzelas and a guillotine.",https://thefederalist.com/2020/08/28/democrats-failed-the-convention-optics-test/,1,0,1
"On top of the enormous financial impact, these beauty regimens require these women to take the time out of their busy schedules to attend to their appearances in a way that men in power are spared. ",https://www.alternet.org/2019/10/the-real-scandal-behind-aocs-haircut/,0,1,1
Hungary is backing President Trump in his crackdown on migrants claiming asylum at the southern border -- as the government touts its own success in drastically reducing the influx of migrants into the country.,https://www.foxnews.com/world/hungary-backs-trump-on-asylum-crackdown-as-it-touts-its-own-border-success,1,0,1
"Despite police officers in several parts of the country joining peaceful protests against police brutality, far-left agitators engaged in round-the-clock destruction of businesses and residences, including the burning down of an affordable housing complex in Minneapolis.",http://feedproxy.google.com/~r/breitbart/~3/Dgr0xp7vt2Q/,0,1,1
"Last week, Barstool Sports founder Dave Portnoy released a three-minute video in which he vigorously ranted against the ongoing lockdowns. Portnoy’s basic point was that the goalposts have shifted from “flatten the curve” to “find a cure.”",https://thefederalist.com/2020/05/18/how-you-can-help-roll-back-the-coronavirus-police-state/,1,0,1
"But without that intervention, we must assume that the bus drivers were under instructions to leave them there, in a residential neighborhood on a frigid night, wearing only light clothing, not speaking the language, and having no idea where they were.”",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,1,0,1
"Jose Acosta, 33-year-old Honduran immigrant, snuck into the U.S. eight months ago in Eagle Pass, Texas, but was apprehended weeks later in Houston on his way to a job in North Carolina.",https://www.foxnews.com/world/immigration-guatemala-border-mexico?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fworld%20%28Internal%20-%20World%20Latest%20-%20Text%29,1,0,1
She said she came to her conservatism by studying history without the filter Democrats have put on racism in the United States.,https://www.breitbart.com/politics/2019/04/09/candace-owens-white-nationalism-hearing-biggest-scandal-democrats-keeping-minorities-perpetual-victims/,0,1,0
The free health care for DACA illegal aliens provision is just one of many major changes to the nation’s immigration system.,http://feedproxy.google.com/~r/breitbart/~3/0tctUUU8Vao/,0,1,1
"With our climate-impacted world now highly prone to fires, extreme storms and sea-level rise, nuclear energy is touted as a possible replacement for the burning of fossil fuels for energy – the leading cause of climate change.",https://www.alternet.org/2019/06/nuclear-power-is-not-the-answer-to-climate-change/,1,0,1
Debates about the viability of school voucher programs have focused in recent months on programs with lackluster or spotty academic records. But there’s another issue raised by the potential expansion of public financing for private schools: an exacerbation of segregation.,https://www.huffpost.com/entry/voucher-segregation-donald-trump-betsy-devos_n_58cada8be4b0be71dcf2a883,1,0,1
"The picture that emerges is of a system of staggering complexity, riddled with obstacles and cracks, that prioritizes babies over mothers, thwarts women at every turn, frustrates doctors and midwives, and incentivizes substandard care.",https://www.alternet.org/2019/12/the-extraordinary-danger-of-being-pregnant-and-uninsured-in-texas/,0,1,1
"As the #MeToo movement marches on with no signs of slowing, the air is filled with warnings that men will react by refusing to hire and promote women.",https://www.nbcnews.com/think/opinion/reality-check-why-metoo-will-not-stop-men-hiring-women-ncna873411?cid=sm_npd_ms_fb_ma,1,0,1
"Last summer, the Republican White House announced plans to roll back the tougher standards, making it easier for the automotive industry to sell less efficient vehicles that pollute more.",http://www.msnbc.com/rachel-maddow-show/auto-industry-trump-youre-going-the-wrong-way-emissions,0,1,1
You're more likely to die from being buried alive or from choking on food than at the hands of foreign-born terrorists attacking on American soil.,https://www.nbcnews.com/news/us-news/you-re-more-likely-die-choking-be-killed-foreign-terrorists-n715141?cid=sm_tw_msnbc,1,0,1
"When the men’s basketball Final Four tips off Saturday in Minneapolis, the NCAA’s biggest and most lucrative event will proceed as it normally does: the athletes on the floor for Virginia and Auburn, Michigan State and Texas Tech, will play games that generate hundreds of millions of dollars in total revenue for their schools, the NCAA and broadcast companies, the coaches and athletic directors, TV executives and NCAA suits will share in the riches but athletes themselves still won’t receive their fair share ― and thanks to a recent federal court decision, that won’t change in the immediate future. ",https://www.huffpost.com/entry/ncaa-pay-college-athletes-final-four_n_5ca61cb9e4b082d775e1d201,0,1,1
"A plausible explanation is that more borrowing made it possible for students to obtain more education, which led to higher earnings and a better capacity to pay off debt.",https://www.nytimes.com/2019/09/06/business/student-loans-needed-community-colleges.html,1,0,1
Trump seemed perturbed by the three reporters' willingness to cooperate by allowing their colleagues to finish their question even as the president tried to move on.,https://www.usatoday.com/story/news/politics/2020/05/12/trump-tells-reporter-weijia-jiang-ask-china-covid-19-testing/3114144001/?utm_source=feedblitz&utm_medium=FeedBlitzRss&utm_campaign=usatoday-newstopstories,0,1,1
"China is watching Japan-South Korea conflict carefully, nervous about the regional economic disruption but perhaps seeing an opportunity to isolate Japan and build stronger ties with South Korea.",https://www.breitbart.com/national-security/2019/07/29/japan-south-korea-conflict-plays-chinas-hands/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,1
"House Speaker Nancy Pelosi is reportedly set to propose rolling back a cap on tax deductions, which would benefit high-earning Americans, as part of the next step of an economic stimulus package that has already poured trillions into the U.S. economy—much of it going to the richest individuals and corporations in the country.",https://feeds.feedblitz.com/~/620608806/0/alternet_all~%e2%80%98Terrible-Idea%e2%80%99-Critics-denounce-Pelosi%e2%80%99s-proposal-to-give-wealthy-a-tax-cut-in-next-stimulus-package/,0,1,1
"Indeed, as an aside, one wonders what Obama’s vice president, Joe Biden, thinks of all this: Has he learned the lesson of Iraq and other quagmires?  Has he rethought trade with China? Those are certainly good questions to be answered during the remainder of the 2020 campaign season.  ",http://feedproxy.google.com/~r/breitbart/~3/6YKD4JYfGD4/,0,1,1
The El Paso attack has also put new pressure on a man some white nationalists praise as helping advance their movement: Donald Trump.,https://www.reuters.com/article/us-usa-white-nationalism-insight/el-paso-massacre-upends-white-nationalists-normalization-strategy-idUSKCN1UY2B5,0,1,1
"Cartwright, who represents Pennsylvania’s eighth congressional district, launched a campaign ad recently, claiming that Bognet would eliminate health insurance coverage for millions of Americans.",http://feedproxy.google.com/~r/breitbart/~3/NlbvqQLUkYY/,1,0,1
"Shortly before President Trump signed phase one of the historic trade deal with China, a Chinese pastor described the fear and intimidation believers are enduring under the Communist government.",https://www.foxnews.com/faith-values/christian-china-persecution-2020-watchlist,0,1,1
"The Bezos Earth Fund may help shepherd along some new technologies, but billionaire philanthropy will not alter the regulatory structure that created the problem in the first place.",https://www.nbcnews.com/think/opinion/jeff-bezos-climate-change-philanthropy-has-quite-few-hidden-strings-ncna1143791?cid=public-rss_20200228,0,1,1
"A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that, if passed, would drastically tighten federal gun laws.",https://www.foxnews.com/politics/house-republicans-denounce-democratic-move-to-tighten-gun-laws,0,1,0
"As the world’s scientists and pharmaceutical companies seek a cure for the coronavirus, other anti-vaxxers are gearing up for a fight against any potential new vaccine.",https://www.reuters.com/article/health-coronavirus-antivax/rpt-could-the-new-coronavirus-weaken-anti-vaxxers-idUSL5N2C13UJ,1,0,0
"The Obama and then the Trump administrations supported repressive and corrupt governments that followed Zelaya’s ouster, giving a green light to assassinations of dissidents and journalists, government-linked drug trafficking, and spiraling crime.",https://www.alternet.org/2020/02/how-u-s-foreign-policy-triggers-crisis-and-immigration/,0,1,1
"In addition to her activism fighting oppression and violence against Black Americans, Garza organizes for rights for domestic workers and students and issues of health.",https://ucsdguardian.org/2019/02/03/black-lives-matter-co-founder-speak-campus/,1,0,1
"U.S. President Donald Trump sought to turn nationwide protests to his political advantage in a campaign appearance in the election swing state of Arizona on Tuesday, vowing to prevent “the left-wing mob” from pushing the United States into chaos.",https://www.reuters.com/article/us-usa-trump/trump-visits-arizona-amid-increase-in-coronavirus-cases-polling-worries-idUSKBN23U2YS,0,1,0
"Athletes and fans are excited for Sowers' historic role at Super Bowl LIV and have remarked that her position is especially poignant given there have only been 13 out gay and bi players in the NFL's 100-year history, according to OutSports.",https://www.nbcnews.com/feature/nbc-out/katie-sowers-make-nfl-history-first-openly-gay-female-coach-n1119441?cid=public-rss_20200121,1,0,1
"The request, in a letter from Ways and Means Committee Chairman Richard Neal to IRS Commissioner Charles Rettig, is viewed by Democrats in the House of Representatives as a vital first step toward oversight of Trump’s income taxes and business network, which some lawmakers believe could be rife with conflicts of interest and potential tax law violations.",https://www.reuters.com/article/us-usa-trump-tax/u-s-house-committee-seeks-trump-tax-returns-from-irs-idUSKCN1RF2S1,0,1,0
"He then went on to endorse proposals by Omar, Sen. Bernie Sanders (I-VT), and other far-left legislators looking to make college tuition-free.",https://www.breitbart.com/tech/2020/02/01/poll-40-of-americans-would-prefer-student-debt-forgiveness-to-free-health-care/,0,1,0
"While the majority of Americans seem to accept scientific information about the deadly coronavirus and are wary of reopening the country before we can be sure it’s safe, one segment of the population is driving the opposite narrative. This group is small but vocal, and represents a predictable if threatening merging of forces.",https://www.nbcnews.com/think/opinion/coronavirus-vaccine-quarantine-protesters-america-form-unholy-covid-19-alliance-ncna1207796,0,1,1
"In March, President Trump signed an executive order closing the southern border to stop the spread of the virus from undocumented immigrants who are possibly infected.",https://www.foxnews.com/us/how-is-coronavirus-affecting-immigration-into-the-us,0,1,1
"While opportunity zone program that offers tax breaks to investors who put money into specially designated areas was pitched as a way to help struggling neighborhoods, ProPublica and others have documented how the process has appeared to benefit billionaires with investments in areas that should not have qualified.",https://www.alternet.org/2020/01/treasury-department-inspector-general-opens-probe-into-abuse-of-the-trump-tax-cut-law/,0,1,1
The specter of “abortion regret” has been used by lawmakers and judges alike to impose or uphold rules making it harder for people to get abortions.,https://www.alternet.org/2020/01/debunking-the-abortion-regret-narrative-data-shows-women-99-percent-of-women-feel-relief-over-their-decision/,0,1,1
"Like many Americans also crippled by student loans, Brewster’s been making sacrifices since she graduated: She put off her wedding for two years and once she and her husband, Ryan, finally got married in November 2018, they decided they couldn’t afford a honeymoon.",https://eu.usatoday.com/story/news/nation/2020/01/25/election-2020-democrats-focus-student-loan-debt-do-voters-care/4562079002/,1,0,1
It is no more the responsibility of minorities to end racism than it is for women to end sexual discrimination and violence.,http://rssfeeds.usatoday.com/~/445767446/0/usatoday-newstopstories~Minorities-are-not-responsible-for-fixing-racism-in-America/,1,0,0
"Specifically, Republicans–as they have demonstrated for three consecutive legislative days–intend to push for a floor vote against Democrat Speaker Nancy Pelosi’s wishes on a piece of legislation from Rep. Ann Wagner (R-MO) that would ensure babies who are born alive following an abortion attempt are given the same medical treatment and care any other newborn baby would receive.",https://www.breitbart.com/politics/2019/02/08/exclusive-house-gop-plans-sustained-effort-to-expose-leftist-democrats-on-abortion/amp/?__twitter_impression=true,0,1,1
The anti-Trump Republican group took to Twitter with highlights of the president's so-called healthcare plan.,https://feeds.feedblitz.com/~/637445774/0/alternet/,0,1,1
"Activists planning to line California roadways with anti-vaccination billboards full of misinformation are paying for them through Facebook fundraisers, despite a platform-wide crackdown on such campaigns.",https://www.nbcnews.com/tech/internet/anti-vaccination-groups-still-crowdfunding-facebook-despite-crackdown-n1064981,0,1,1
"Of course, social distancing will be inconceivable for football players and the results all too predictable in a world in which Covid-19 is likely to hang around for a long, long time. ",https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/,0,1,1
"This Tuesday, the French celebrated Bastille Day, the mob attack on a Parisian prison that has come to symbolize the French Revolution, a period of massive violence that produced nothing other than a lot of dead Frenchmen. ",http://feedproxy.google.com/~r/breitbart/~3/-jTprEHV0tM/,0,1,1
"The legislation also provides work permits for a huge number of illegal migrants who have jobs in the very broad category of “essential critical infrastructure.” That category includes janitors and food workers in hospitals, as well as stoop labor in agriculture.",https://www.breitbart.com/politics/2020/05/13/democrats-coronavirus-bill-imports-more-foreign-doctors-nurses/,0,1,1
"Parent borrowing is a sacrifice many black parents make to pay for their children’s college education, and it is especially prevalent among families whose children attend historically black colleges and universities.",https://eu.usatoday.com/story/news/education/2019/10/10/student-loans-financial-aid-debt-parent-plus-loan-college-hbcu/3916173002/,1,0,1
Peace and justice advocates are praising a letter from a dozen House Democrats urging further military aid to Israel be conditioned on the state not annexing larger swaths of the occupied West Bank and calling on Congress to ensure the human rights of the Palestinian people be respected.,https://www.alternet.org/2020/07/progressive-lawmakers-call-on-us-to-suspending-military-aid-if-israel-carries-out-illegal-annexation/,0,1,1
"In an emailed statement, a Trump Organization spokeswoman blasted de Blasio for “using the power of his office to try and launch an investigation into his political opponent.” The statement called the allegations “unfounded and clearly motivated by politics.”",https://www.alternet.org/2020/01/we-found-major-red-flags-in-trump-taxes-now-the-nyc-mayor-wants-a-criminal-investigation/,1,0,1
"The reality has become a five-alarm fire for Democrats, which is not surprising, according to Delano Squires.",https://www.theblaze.com/news/biden-white-boy-not-stupid,1,0,0
Day said that some Democrats had phoned her to say they would not vote for Hillary Clinton because of her extreme pro-abortion stance.,https://www.breitbart.com/politics/2020/02/01/pro-life-democrats-fed-up-with-partys-abortion-extremism/?utm_source=wnd&utm_medium=wnd&utm_campaign=syndicated%5C,0,1,0
The global coronavirus outbreak which also threatens the United States—and the widely criticized effort by the Trump administration to address it—is offering advocates of both paid sick leave and Medicare for All an opportunity to make the case that such universal social programs are not only morally right but would also serve a key public health function.,https://www.alternet.org/2020/02/why-the-looming-coronavirus-threat-exposes-the-desperate-need-for-progressive-policies/,0,1,1
"The right-wing media personality, who claimed the 2012 Sandy Hook massacre was a hoax, was sued by the parent of a young boy slain in the attack.",https://www.huffpost.com/entry/alex-jones-infowars-sandy-hook-lawsuit_n_5e0c5105e4b0b2520d1c080a,1,0,1
A resounding primary win by Democratic U.S. Representative Alexandria Ocasio-Cortez and a fellow liberal’s lead over a longtime New York congressman signaled fresh momentum for progressive politics amid growing calls for economic and racial justice in the United States.,https://www.reuters.com/article/us-usa-election-congress-idUSKBN23V2MV,0,1,1
"Graffiti alleging that the ‘MET POLICE SERVE TRUMP’ was also seen, although how the activists came to gain this impression of the Metropolitan Police — led by left-liberal Commissioner Cressida Dick and answerable in large part to the city’s anti-Trump mayor — is unclear.",https://www.breitbart.com/europe/2020/05/31/antifa-black-lives-matter-spread-george-floyd-unrest-london/,0,1,1
"Trump defended his administration’s decision to step up its assault on the healthcare law passed under former President Barack Obama, which expanded healthcare coverage to about 20 million Americans.",https://www.reuters.com/article/us-usa-trump-healthcare/trump-says-he-can-produce-a-better-healthcare-plan-than-obamacare-idUSKCN1R82EE,0,1,1
"Writing in today’s Wall Street Journal, Pence denies that there is such a thing as a “second wave” to the pandemic, and he doesn’t mean because we haven’t exited the first wave.",https://feeds.feedblitz.com/~/627740594/0/alternet_all~Mike-Pence-is-outright-lying-and-denying-the-facts-to-pretend-COVID-is-under-control/,0,1,1
"The case made by Geoffrey Skelley and Nathaniel Rakich was simple: Supposedly Americans strongly prefer Biden and Democrats over Trump and Republicans, and they are particularly upset with Trump and other Republicans’ attempts to reopen the country as the global Coronavirus pandemic rages.",https://thefederalist.com/2020/05/13/predicted-blue-wave-crashes-in-wisconsin-california-special-elections/,0,1,1
"So while there may be a humanitarian crisis driving more vulnerable people to seek asylum in the United States, there is no security crisis.",https://www.alternet.org/2019/01/here-are-5-of-trumps-lies-from-his-oval-office-speech-about-his-ridiculous-border-wall-demands/,0,1,1
The Lilly Ledbetter Fair Pay Act of 2009 was the latest legislative effort to close the persistently stubborn gap between how much women and men earn.,https://www.alternet.org/2019/01/heres-why-women-still-earn-a-lot-less-than-men/,1,0,1
"Nevertheless, the revelations that the Irish school system will not adopt the mandatory teaching of the “gender spectrum” does seem to mark somewhat of a shift in the social acceptance of transgenderism, with the level of scrutiny the ideology is facing across Europe appearing to be on the increase.",https://www.breitbart.com/europe/2023/02/28/irish-government-abandons-plan-to-teach-children-gender-is-a-spectrum/,0,1,1
U.S. Democratic presidential front-runner Joe Biden on Tuesday angrily turned on an auto worker at a campaign stop when questioned whether he was going to take away people’s guns.,https://www.reuters.com/article/us-usa-election-biden-guns/biden-snaps-at-michigan-auto-worker-over-guns-curses-at-him-idUSKBN20X2NG?feedType=RSS&feedName=topNews,0,1,1
Our brave men and women in the military should not be stripped of their constitutional rights without due process of law.,http://www.breitbart.com/big-government/2017/04/21/gabby-giffords-gun-control-group-urges-opposition-to-repeal-of-gun-ban-for-military-vets/,1,0,1
Republicans’ last attempt in July to overturn former Democratic President Barack Obama’s signature healthcare law fell one short in the Senate in a humiliating defeat for President Donald Trump and Senate Majority Leader Mitch McConnell.,https://www.reuters.com/article/us-usa-congress-healthcare/congress-revisits-obamacare-this-time-with-a-bipartisan-twist-idUSKCN1BN2ZS,0,1,1
"UFC Middleweight Champion Israel Adesanya’s comment that his opponent will ""crumble like the Twin Towers"", in addition to being terrible and inappropriate, also makes no sense. ",https://www.breitbart.com/sports/2020/02/22/ufc-champ-israel-adesanya-ripped-for-disgusting-9-11-comments/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,0,1
"It’s no surprise that her focus on policy has catapulted Warren back into serious contention. Digging into policy solutions for overlooked problems and explaining it in digestible soundbites is what she has done since the publication of her first book, “As We Forgive Our Debtors,” an empirical study of bankruptcy that completely changed how academics viewed the issue.",https://www.huffpost.com/entry/elizabeth-warren-has-a-plan-for-that_n_5d279e9ee4b0060b11e9a22e,0,1,1
"If the border were truly open, the Border Patrol would not be apprehending anyone, right?",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,1,0,1
President Emmanuel Macron is concerned that Black Lives Matter protests could spread rioting across France.,http://feedproxy.google.com/~r/breitbart/~3/aUwlgZloqDE/,0,1,1
"The media have tried to convince voters of Trump's failure for many years, but have thus far been unable to do so. Tuesday's special elections show we should hold off on the ""Blue Wave"" and ""Trump can't win"" narratives.",https://thefederalist.com/2020/05/13/predicted-blue-wave-crashes-in-wisconsin-california-special-elections/,0,1,1
"After threatening Iran in a series of tweets hours earlier, Trump seemed eager to lower tensions.",https://eu.usatoday.com/story/news/politics/2020/01/03/qasem-soleimani-death-how-trump-arrived-order-kill-iran-general/2786880001/,0,1,1
"The wave of violence started as protests against the death of George Floyd, a black man who died in May at the hands of police in Minneapolis, and quickly devolved into mob rule in cities across America.",http://feedproxy.google.com/~r/breitbart/~3/E121m6fKVKs/,0,1,1
That lack of any real convictions on the subject means Biden will not step in the way of any gun control crusades if he wins the White House. ,http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/,0,1,1
